id,code,language,green_score,energy_wh,co2_g,cpu_time_ms,memory_mb,complexity,duration,emissions,emissions_rate,energy_consumed,country_name,region,cloud_provider,cloud_region,os,cpu_model,gpu_model,ram_total_size,tracking_mode,on_cloud,pue
3204,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,86.93,0.020219,4.959186,0.8767,3.059,2,0.1733,4.78E-06,1.11E-07,0.00372141,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.738
3205,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,100,0.023262,5.928782,0.7805,3.442,2,0.1955,5.14E-06,8.90E-08,0.00449104,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.75
3206,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,39.75,0.052788,14.965337,2.5836,9.99,3,0.4701,1.46E-05,3.09E-07,0.01107232,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.759
3207,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,41.35,0.060892,13.501848,2.4313,9.941,4,0.4685,1.41E-05,2.69E-07,0.00964259,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.77
3208,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,44.53,0.047238,14.760688,2.1832,10.053,3,0.4277,1.25E-05,2.65E-07,0.0093862,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.682
3209,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,89.66,0.021171,5.18861,0.8694,3.093,2,0.1858,4.91E-06,1.09E-07,0.00384898,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.635
3210,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,46.71,0.052839,12.915994,2.411,8.551,5,0.3893,1.33E-05,2.91E-07,0.00892604,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.656
3211,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,40.44,0.058676,15.37519,2.8951,10.048,3,0.5235,1.57E-05,3.13E-07,0.00957286,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.59
3212,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,34.72,0.055646,13.127628,3.2468,10.059,4,0.5533,1.56E-05,2.70E-07,0.009436,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.676
3213,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,75.39,0.02371,5.65044,1.1455,3.227,2,0.1665,4.98E-06,9.00E-08,0.00344068,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.376
3214,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,45.11,0.052267,11.885331,2.4052,8.629,3,0.363,1.14E-05,2.71E-07,0.00873503,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.531
3215,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,78.62,0.016588,4.231506,0.6714,2.45,2,0.1506,3.68E-06,9.90E-08,0.0034349,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.525
3216,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,43.84,0.059933,14.503992,2.5837,9.614,4,0.4468,1.33E-05,3.07E-07,0.01079115,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.742
3217,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,43.75,0.058707,11.727025,2.6525,8.318,5,0.3987,1.39E-05,2.72E-07,0.00888778,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.778
3218,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,42.63,0.052358,11.236402,2.5516,8.725,4,0.3751,1.37E-05,2.97E-07,0.0090191,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.708
3219,"def efficient_sum(numbers):
    return sum(numbers)
",python,97.75,0.018938,4.824511,0.7494,3.233,1,0.2014,5.45E-06,1.06E-07,0.00421332,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.44
3220,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,73.04,0.023141,5.095048,0.9559,3.832,2,0.1384,5.46E-06,8.30E-08,0.00336582,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.399
3221,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,80.75,0.024116,6.334216,1.0591,3.279,2,0.1479,4.41E-06,9.10E-08,0.00340453,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.37
3222,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,88.45,0.017289,4.699279,0.7211,2.709,2,0.156,3.95E-06,9.00E-08,0.00304066,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.583
3223,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,94.4,0.017917,5.146017,0.5976,3.1,2,0.1291,3.89E-06,9.90E-08,0.00327264,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.661
3224,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,88.9,0.020667,5.082039,0.9078,3.24,2,0.1871,5.04E-06,1.15E-07,0.0036518,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.77
3225,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,95.1,0.016346,4.843857,0.673,2.827,2,0.1489,4.32E-06,8.80E-08,0.00278409,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.668
3226,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,87.35,0.019753,4.416187,0.7149,3.051,2,0.1456,3.75E-06,9.10E-08,0.00318251,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.614
3227,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,35.61,0.057431,15.88118,3.3492,10.95,4,0.4862,1.39E-05,3.08E-07,0.00923344,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.68
3228,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,41.36,0.047611,9.902658,1.8631,7.706,3,0.3011,1.01E-05,2.58E-07,0.00828398,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.431
3229,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,72.53,0.024396,5.85225,1.1945,3.267,2,0.144,4.99E-06,1.00E-07,0.00366399,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.33
3230,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,43.29,0.055119,13.433475,2.6164,8.896,4,0.4131,1.30E-05,2.67E-07,0.00941667,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.736
3231,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,92.35,0.019012,3.84256,0.7277,2.4,2,0.1594,3.84E-06,9.50E-08,0.00278834,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.568
3232,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,85.09,0.018484,4.102749,0.7415,2.836,2,0.1587,4.25E-06,8.50E-08,0.00275694,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.647
3233,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,88.67,0.017572,4.508019,0.7424,2.526,2,0.1477,4.13E-06,9.60E-08,0.00284611,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.584
3234,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,42.72,0.060329,13.810041,2.8225,9.571,4,0.4555,1.44E-05,3.10E-07,0.01102222,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.737
3235,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,96.04,0.021035,5.592485,1.0112,2.867,2,0.1879,5.68E-06,1.26E-07,0.00365399,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.726
3236,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,76.51,0.015877,4.6547,0.7141,2.4,2,0.1374,3.98E-06,8.40E-08,0.00308864,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.562
3237,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,50.51,0.062814,11.597875,2.4592,8.666,5,0.4181,1.28E-05,2.95E-07,0.00836399,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.742
3238,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,35.48,0.064517,13.149369,3.34,11.357,4,0.4544,1.41E-05,2.98E-07,0.00975883,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.534
3239,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,90.85,0.022696,5.059752,0.9284,3.277,2,0.1921,4.80E-06,1.07E-07,0.00399662,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.689
3240,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,81.67,0.023841,5.782601,1.0812,3.782,2,0.1644,5.26E-06,9.30E-08,0.00292875,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.365
3241,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,40.93,0.059098,14.180785,3.3185,8.964,4,0.5727,1.39E-05,2.80E-07,0.00893491,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.521
3242,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,40.87,0.056891,13.481106,2.5656,9.957,4,0.4489,1.42E-05,3.03E-07,0.0103753,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.812
3243,"def efficient_sum(numbers):
    return sum(numbers)
",python,99.18,0.02365,4.844834,0.7886,2.647,1,0.2298,5.87E-06,1.11E-07,0.00416592,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.411
3244,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,90.16,0.019191,4.691567,0.9549,3.885,2,0.1298,4.24E-06,1.07E-07,0.0036066,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.416
3245,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,45.67,0.052874,13.553387,2.9693,9.594,4,0.4123,1.33E-05,2.78E-07,0.01154217,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.712
3246,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,40.32,0.059976,13.90321,2.7886,9.317,4,0.4409,1.35E-05,2.93E-07,0.01089059,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.781
3247,"def efficient_sum(numbers):
    return sum(numbers)
",python,94.35,0.021507,4.983476,0.7,2.453,1,0.2368,5.92E-06,9.70E-08,0.00407202,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.331
3248,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,74.12,0.025125,5.945839,1.1489,3.759,2,0.1499,4.58E-06,1.00E-07,0.00346154,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.368
3249,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,45.3,0.0552,12.30049,2.3842,9.586,4,0.3561,1.34E-05,2.06E-07,0.00977514,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.493
3250,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,43.62,0.056543,12.10013,2.3159,9.851,5,0.4052,1.36E-05,3.02E-07,0.00870184,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.62
3251,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,80.41,0.023351,5.98376,1.1458,3.433,2,0.1526,4.99E-06,9.00E-08,0.00318679,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.337
3252,"def efficient_sum(numbers):
    return sum(numbers)
",python,88.54,0.020181,5.132068,0.7509,3.004,1,0.211,4.93E-06,1.08E-07,0.00409962,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.462
3253,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,78.98,0.026652,6.106507,0.9914,3.073,2,0.1691,5.24E-06,8.70E-08,0.00313158,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.424
3254,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,85.37,0.019568,4.333841,0.7852,3.039,2,0.142,4.53E-06,1.02E-07,0.00340899,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.633
3255,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,85.44,0.021496,5.381231,0.8915,3.18,2,0.1736,4.94E-06,1.10E-07,0.00385717,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.744
3256,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,86.44,0.017784,4.603998,0.6982,2.811,2,0.1495,4.15E-06,8.70E-08,0.00314834,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.533
3257,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,87.14,0.019875,4.916182,1.2079,3.017,2,0.1643,5.72E-06,8.90E-08,0.00353742,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.466
3258,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,95.78,0.015608,5.05163,0.6728,2.426,2,0.1797,4.02E-06,9.20E-08,0.002443,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.559
